file,record,offset,type,speaker,node,tokens,bytes_used,max_bytes,chinese,english
game138.msg,14,0x00000E07,dialogue,7,10,,22,236,那麼我還有你的兒子呢？,"Then what about me, and your son?"
game138.msg,15,0x00000F04,dialogue,69,11,,136,236,法律之前人人平等！妳的家世令我無法承認我們的關係！從明天開始妳與妳兒子的皇家身份將被除名，今天過後，如果妳認為前塵不堪回首，就不要回首！,"All are equal before the law. Your birth makes it impossible to acknowledge what we were. From tomorrow you and your son leave the royal rolls. If the past hurts, do not look back."
game138.msg,16,0x00001001,dialogue,7,14,,26,236,你這個無情無義的冷血動物！,"You cold-blooded, heartless creature."
game138.msg,17,0x000010FE,dialogue,69,13,,42,236,衛兵！將這個沒身份沒地位沒知識的女人帶走！,"Guards. Take this woman away. She has no rank, no standing, and no learning."
game138.msg,18,0x000011FB,dialogue,0,14,,4,236,是！,"Yes, sir."
game138.msg,19,0x000012F8,dialogue,7,0,,56,236,哇‧嗚‧嗚‧你對我怎樣都沒關係，可是不能不認自己的兒子！,"Wah... sob... sob... Do what you like to me, but you cannot disown your own son."
game138.msg,21,0x000014F2,command,1,0,,10,236,Map144.DAT,
game138.msg,22,0x000015EF,dialogue,9,18,,14,236,咦？發生什麼事,Huh? What is happening?
game138.msg,23,0x000016EC,command,0,19,,12,236,HolyLose.FTC,
game14.msg,0,0x00000031,command,0,0,,10,236,Mon002.ANM,
game14.msg,2,0x0000022B,command,0,0,,10,236,Mon003.ANM,
game14.msg,4,0x00000425,command,3,0,,10,236,Map010.DAT,
game14.msg,5,0x00000522,command,3,1,,10,236,Map019.DAT,
game143.msg,1,0x0000012E,dialogue,0,0,,50,236,一個看起來非常精美的台座！似乎應該放四樣東西在上面,A finely made pedestal. It looks like four things should be placed on it.
game143.msg,5,0x00000522,dialogue,0,3,,14,236,希望之路已開啟,The road of hope has opened.
game144.msg,0,0x00000031,command,0,0,,9,236,MB12A.ANM,
game144.msg,1,0x0000012E,dialogue,1,3,,16,236,國王陛下！您好！,Your majesty. Greetings.
game144.msg,2,0x0000022B,dialogue,67,4,,66,236,此地戒備森嚴，防守固若金湯，連隻蒼蠅都飛不進來，你們是如何闖入的？,This place is guarded on every side. Not even a fly could get in. How did you break through?
game144.msg,3,0x00000328,dialogue,1,5,,114,236,因為我們不是蒼蠅！在很久以前我死去的母親被國王陛下拋棄，那時我尚在襁褓之中，回憶是痛苦的，尤其是見到國王陛下之後！,"Because we are not flies. Long ago my mother, now dead, was cast aside by your majesty. I was still an infant. Memory is painful, especially now that I have seen your majesty."
game144.msg,4,0x00000425,dialogue,67,0,,112,236,洛莎死了‧‧嘿‧嘿！任何人終究難逃一死，你覺得痛苦，我會使你得到解脫！哈哈哈！天國進了！你到底想要什麼？想死嗎？,"So Rosa is dead... Heh. Heh. Death comes for everyone in the end. You feel pain, so I will release you from it. Ha ha ha. Straight to heaven. What is it you want? To die?"
game144.msg,5,0x00000522,dialogue,1,7,,42,236,我要國王陛下用和平的方式轉移您的政權給我！,I want your majesty to hand your power to me peacefully.
game144.msg,6,0x0000061F,dialogue,67,0,,144,236,我只知道暴力！暴力總是有效！看看我身後的這台殺戮機器，噢！應該是享樂機器，哈哈哈！今天是個死亡的好日子，叫我一聲爸爸，我的乖兒子，在你臨死之前！,"Violence is all I know, and it always works. Look at the killing machine behind me. No, the pleasure machine. Ha ha ha. A good day to die. Call me father, my son, before you die."
game144.msg,8,0x00000819,dialogue,67,0A,,114,236,你千萬不能殺死你的父親！再怎麼說我都是你的父親！暴力是無效的，我願意退位渡過晚年由你繼承王位，不要殺我，不要殺我！,"You must never kill your own father. Whatever else, I am your father. Violence solves nothing. I will step down and live out my old age. The throne is yours. Do not kill me!"
game144.msg,9,0x00000916,dialogue,1,0,,58,236,我不會殺您的！因為您是我的父親‧‧原來當國王是這麼的簡單！,"I will not kill you, because you are my father... So being king is as easy as that."
game144.msg,10,0x00000A13,dialogue,1,0C,,70,236,你不承認我是你的骨肉，我也不承認你是我的父親！我要用暴力得到你的地位！,"You will not admit I am your flesh and blood, and I will not admit you are my father. I will take your place by force."
game144.msg,11,0x00000B10,dialogue,67,0,,144,236,我只知道暴力！暴力總是有效！看看我身後的這台殺戮機器，噢！應該是享樂機器，哈哈哈！今天是個死亡的好日子，叫我一聲爸爸，我的乖兒子，在你臨死之前！,"Violence is all I know, and it always works. Look at the killing machine behind me. No, the pleasure machine. Ha ha ha. A good day to die. Call me father, my son, before you die."
game144.msg,12,0x00000C0D,dialogue,67,0E,,114,236,你千萬不能殺死你的父親！再怎麼說我都是你的父親！暴力是無效的，我願意退位渡過晚年由你繼承王位，不要殺我，不要殺我！,"You must never kill your own father. Whatever else, I am your father. Violence solves nothing. I will step down and live out my old age. The throne is yours. Do not kill me!"
game144.msg,13,0x00000D0A,dialogue,1,0F,,44,236,不！國王陛下，暴力是有效的！永別了我的父親！,"No, your majesty. Violence does work. Goodbye, father."
game144.msg,14,0x00000E07,dialogue,67,10,,60,236,我‧我‧已經‧按下‧手中的‧自‧自爆裝置‧一塊‧‧死‧死吧！,I... I have... already pressed... the self... destruct switch... in my hand... we die... together!
game144.msg,15,0x00000F04,dialogue,1,0,,48,236,我‧‧還‧‧是做‧不‧‧成‧國‧‧‧王‧‧啊‧‧,So I... never... did... get to be... king...
game15.msg,1,0x0000012E,command,0,0,,10,236,Mon004.ANM,
game16.msg,1,0x0000012E,command,0,0,,10,236,Mon005.ANM,
game17.msg,3,0x00000328,command,0,0,,10,236,Mon006.ANM,
game17.msg,4,0x00000425,dialogue,1,6,,40,236,這本黑皮書上面好像有寫字，我念念看．．．,There seems to be writing in this Black Book. Let me read it...
game17.msg,6,0x0000061F,dialogue,1,0,,18,236,原來上面記載著咒語,So it is a record of spells.
game17.msg,8,0x00000819,dialogue,1,0,,26,236,我不記得那本黑皮書放到哪？,I cannot remember where I put that Black Book.
game18.msg,1,0x0000012E,command,0,0,,10,236,Mon007.ANM,
game19.msg,0,0x00000031,dialogue,1,2,,150,236,我難以接受眼前的景像！成長中的記憶化為廢墟‧‧這是泰吉拉嗎？這些來到世上的醜陋怪物大概是我的傑作，我想逃離這所有的不快，但憤恨如燙熱灼火在我心中燃燒！,"I cannot accept what I see. The memories I grew up with are rubble... Is this Tajira? These ugly monsters are probably my doing. I want to run from it, but rage burns in me like fire."
game19.msg,1,0x0000012E,dialogue,9,3,,60,236,你在想什麼？這裡應該是泰吉拉‧‧它似乎經歷了某種可怕的變故！,What are you thinking? This should be Tajira... Something terrible seems to have happened here.
game19.msg,2,0x0000022B,dialogue,1,4,,24,236,我拜託妳不要再說了‧‧！,"Please, say no more."
game19.msg,3,0x00000328,dialogue,9,5,,18,236,我能了解你的感受！,I understand how you feel.
game19.msg,4,0x00000425,dialogue,1,6,,86,236,對不起！我承受不了這麼巨大的打擊，我們去殺散這些怪物，希望我的鄰居們不要受到傷害‧‧‧,I am sorry. I cannot take a blow this big. Let us go and scatter these monsters. I hope my neighbors have not been hurt...
game19.msg,5,0x00000522,dialogue,9,0,,12,236,我準備好了！,I am ready.
game19.msg,6,0x0000061F,dialogue,0,8,,80,236,為什麼我不能在睡夢中平靜的死去？為什麼在我死前還要承受如此劇烈的痛苦？啊‧‧‧‧,Why can I not die peacefully in my sleep? Why must I suffer such agony before I go? Ah...
game19.msg,7,0x0000071C,dialogue,1,9,,28,236,嗚‧‧嗚‧‧！都是我的錯‧‧,Sob... sob... It is all my fault...
game19.msg,8,0x00000819,dialogue,9,0A,,16,236,你有親人在此嗎？,Do you have family here?
game19.msg,9,0x00000916,dialogue,1,0,,18,236,我媽媽去德佳古了！,My mother went to Dejia Old Town.
game19.msg,11,0x00000B10,dialogue,0,0,,36,236,喜歡烹飪也要受到這樣的報應！啊‧‧‧,Is this what I get for loving to cook? Ah...
game2.msg,0,0x00000031,dialogue,68,2,,28,236,不要跟我說話，我看你不順眼！,Do not talk to me. I do not like the look of you.
game2.msg,1,0x0000012E,dialogue,1,0,,24,236,謝謝！我也不怎麼喜歡你！,Thanks. I am not fond of you either.
game2.msg,2,0x0000022B,dialogue,6F,0,,42,236,孟郡城是摩羅王朝的首都，這兒的空氣不錯吧！,"Mengjun City is the capital of the Moro Dynasty. Good air here, is it not?"
game2.msg,3,0x00000328,dialogue,65,5,,42,236,小伙子啊，城裏有株毒玫瑰，碰不得，碰不得！,"Young man, there is a poison rose in this city. Do not touch her. Do not touch her."
game2.msg,4,0x00000425,dialogue,1,6,,22,236,玫瑰有刺，可是沒有毒。,"Roses have thorns, but they are not poisonous."
game2.msg,5,0x00000522,dialogue,65,7,,34,236,我指的是壞女人，她追逐無恥的歡樂！,I mean a wicked woman. She chases after shameless pleasures.
game2.msg,6,0x0000061F,dialogue,1,8,,24,236,她叫什麼名字？住在那裡？,What is her name? Where does she live?
game2.msg,7,0x0000071C,dialogue,65,0,,16,236,男人就是不要臉！,Men have no shame at all.
game2.msg,8,0x00000819,dialogue,71,0,,12,236,吃飯黃帝大！,"When it is time to eat, not even the emperor comes first."
game2.msg,9,0x00000916,dialogue,74,0,,22,236,我是神射飛鏢手，看鏢！,I am a crack dart thrower. Watch this.
game2.msg,10,0x00000A13,dialogue,70,0,,10,236,我漂亮嗎？,Am I pretty?
game2.msg,11,0x00000B10,dialogue,70,0,,8,236,有眼光！,You have good taste.
game2.msg,12,0x00000C0D,dialogue,70,0,,40,236,我的美麗存在於衣服之內，難怪你看不出來！,My beauty is under my clothes. No wonder you cannot see it.
game2.msg,13,0x00000D0A,dialogue,70,0,,22,236,我的豔麗讓你無話可說！,My looks have left you speechless.
game2.msg,14,0x00000E07,dialogue,73,0,,24,236,有時候也不用太吝惜金錢！,Sometimes you should not be so tight with your money.
game2.msg,15,0x00000F04,dialogue,75,0,,48,236,若是能夠與莉莉小姐一夜風流，蝕骨消魂，死也甘願！,"One wild night with Miss Lily, soul and bone undone, and I would die happy."
game2.msg,16,0x00001001,dialogue,71,0,,19,236,請保持進嶽阞犒蝩R！,Please keep this %$#@*& clean!
game2.msg,17,0x000010FE,dialogue,74,13,,6,236,幹嘛？,What do you want?
game2.msg,18,0x000011FB,dialogue,1,14,,20,236,你有見到個化粧箱嗎？,Have you seen a vanity case?
game2.msg,19,0x000012F8,dialogue,74,0,,14,236,可以拿來射嗎？,Can I throw darts at it?
game2.msg,20,0x000013F5,dialogue,70,0,,32,236,化粧箱‧‧嗚‧‧嗚‧何時才能擁有,A vanity case... sob... sob... when will I ever have one?
game2.msg,21,0x000014F2,dialogue,73,0,,36,236,大男人用什麼化粧箱？莫非你是同性戀？,What does a grown man want with a vanity case? Do not tell me you are queer.
game2.msg,22,0x000015EF,dialogue,75,18,,38,236,你在找化粧箱，莫非你跟莉莉小姐有一腿？,Looking for a vanity case? Do not tell me you have something going with Miss Lily.
game2.msg,23,0x000016EC,dialogue,1,19,,16,236,你誤會了，沒有。,You have it wrong. I do not.
game2.msg,24,0x000017E9,dialogue,75,0,,22,236,有的話我打‧‧‧死你！,If you did I would beat you... to death!
game2.msg,25,0x000018E6,dialogue,66,1B,,38,236,我在吃美食！我在喝醇酒！我有三妻四妾！,I am eating fine food. I am drinking good wine. I have three wives and four concubines.
game2.msg,26,0x000019E3,dialogue,1,1C,,14,236,說夢話的乞丐！,A beggar talking in his sleep.
game2.msg,27,0x00001AE0,dialogue,66,0,,46,236,好心有好報，給我雞腿，給我美酒，給我美女照片！,"Kindness comes back to you. Give me a chicken leg, give me good wine, give me a picture of a pretty girl."
game2.msg,28,0x00001BDD,dialogue,1,1E,,40,236,我剛好有個野餐盒，裡面正好有你要的東西！,"As it happens I have a picnic box, and everything you want is inside."
game2.msg,29,0x00001CDA,dialogue,66,0,,26,236,太感謝你了！這化粧箱給你。,Thank you so much. Take this vanity case.
game2.msg,30,0x00001DD7,dialogue,1,20,,16,236,我沒有這些東西！,I do not have any of that.
game2.msg,31,0x00001ED4,dialogue,66,0,,12,236,你沒有！唉！,You do not? Ah.
game2.msg,32,0x00001FD1,dialogue,1,22,,44,236,死要飯的！你要這些東西幹嗎？餓死你這王八蛋！,"Wretched little scrounger. What do you want all that for? I hope you starve, you bastard."
game2.msg,33,0x000020CE,dialogue,66,0,,24,236,不給就算了，何必羞辱我！,"If you will not give, then do not, but why humiliate me?"
game2.msg,34,0x000021CB,dialogue,66,0,,38,236,我在吃美食！我在喝醇酒！我有三妻四妾！,I am eating fine food. I am drinking good wine. I have three wives and four concubines.
game2.msg,35,0x000022C8,dialogue,81,0,,42,236,城內就數我這兒的東西最齊全，儘管看，儘管挑,"My shop has the best selection in the city. Take a look, take your pick."
game2.msg,36,0x000023C5,placeholder,81,0,ＥＦ,24,236,客人真是好眼光，Ｅ只賣Ｆ,"A fine eye, sir. The price:  Ｅ - Ｆ"
game2.msg,37,0x000024C2,placeholder,81,0,ＥＦ,14,236,你這Ｅ只能賣Ｆ,That of yours will only fetch:  Ｅ - Ｆ
game2.msg,38,0x000025BF,dialogue,66,1D,,46,236,好心有好報，給我雞腿，給我美酒，給我美女照片！,"Kindness comes back to you. Give me a chicken leg, give me good wine, give me a picture of a pretty girl."
game2.msg,39,0x000026BC,dialogue,83,0,,30,236,歡迎光臨本旅店，客倌有何貴幹？,"Welcome to our inn, sir. What can I do for you?"
game2.msg,40,0x000027B9,dialogue,83,0,,32,236,哦！休息只要２０，客倌有確定嗎？,"Oh. A room is only 20. Are you sure, sir?"
game2.msg,42,0x000029B3,dialogue,83,2C,,18,236,希望客倌有個好夢！,"I hope you have good dreams, sir."
game2.msg,44,0x00002BAD,dialogue,83,0,,20,236,希望客倌再度光臨本店,"Please come again, sir."
game2.msg,45,0x00002CAA,dialogue,83,0,,24,236,對不起！客倌您的錢不夠！,"I am sorry, sir. You do not have enough money."
game21.msg,0,0x00000031,dialogue,0,0,,60,236,我受的痛苦比我女朋友還要多！她一定要相信我對她的愛！啊‧‧‧,I have suffered more than my girlfriend has. She has to believe I love her. Ah...
game21.msg,1,0x0000012E,dialogue,0,3,,180,236,你知不知道這個惡魔是怎麼凌虐我的！我要給它錢，它不要，它說：我只要痛苦！我快要死了‧‧快拔出我身上的獵魂釘，這個惡魔就會出現‧‧你‧‧你要替‧‧本村死難‧‧居民‧‧報仇‧‧啊‧‧‧,You know how this demon tortured me? I offered money; it refused. It said: I only want pain. I'm dying... pull the soul-hunting nail from me and it comes... avenge our dead... ah...
game21.msg,2,0x0000022B,dialogue,4,0,,58,236,我一定會報仇的！整死村長還情有可原，害死其他人就不能原諒！,"I will have my revenge. Tormenting the village chief I could almost forgive, but killing the rest of them I never will."
game21.msg,5,0x00000522,command,1,8,,10,236,Map028.DAT,
game21.msg,7,0x0000071C,command,0,0,,10,236,MStg14.ANM,
game23.msg,1,0x0000012E,command,0,0,,10,236,Mon008.ANM,
game24.msg,1,0x0000012E,command,0,0,,10,236,Mon009.ANM,
game24.msg,3,0x00000328,dialogue,1,0,,32,236,我想炸藥在這裡應該派得上用場吧！,I think the explosives should come in handy here.
game24.msg,6,0x0000061F,command,0,0,,10,236,MStg13.ANM,
game25.msg,2,0x0000022B,command,0,0,,10,236,MonB1A.ANM,
game28.msg,0,0x00000031,dialogue,65,2,,154,236,哈！哈！生命短暫，靈魂恆久遠！不過，我要撕劣你的靈魂！我是痛苦使者！痛苦是地獄的核心，來吧！讓我為你展示千變萬化的痛苦，這是藝術，只有肉體才能表演的藝術！,"Life is short, the soul endures. But I will tear your soul apart. I am the Envoy of Pain. Pain is the core of hell. Let me show you its thousand forms, the art only flesh can perform."
game28.msg,1,0x0000012E,dialogue,1,3,,26,236,我要殺了你替我的鄰居報仇！,I am going to kill you and avenge my neighbors.
game28.msg,2,0x0000022B,dialogue,65,0,,126,236,地獄是屬於死亡的世界，我早已穿越死亡的歷程，你認為我將何去何從？哈！哈！我將撕劣你的靈魂！只有無比脆弱的心靈才能聽到我的哭喊！,"Hell belongs to the dead, and I passed through death long ago. Where do you think I can go now? Ha! Ha! I will tear your soul apart. Only the most fragile hearts can hear me scream."
game28.msg,3,0x00000328,dialogue,1,0,,48,236,你給我出來，你這個懦夫，我才要撕裂你的每寸肌膚！,"Come out here, coward. I am the one who will tear the skin off you inch by inch."
game28.msg,4,0x00000425,dialogue,0,0,,188,236,傷心女神雕像寫著：她已不年青，但臉上依然修飾著無邪笑容，她的眼睛訴說心中扭曲的芒刺，她纖細的雙手背負著孤寂宿命，她的淚水妝扮滿天星辰，長髮編織冰冷蒼穹。當月色照臨悲涼心田，誰願與她翩翩？？,"On the Goddess of Sorrow: still smiling though no longer young, her eyes a twisted thorn, her hands a lonely fate, her tears the stars, her hair the cold sky. Who will dance with her?"
game28.msg,6,0x0000061F,dialogue,0,0A,,20,236,看來你一定不是中國人,It seems you are certainly not Chinese.
game28.msg,7,0x0000071C,command,0,0,,10,236,MStg14.ANM,
game28.msg,8,0x00000819,dialogue,0,0A,,10,236,很好，請進,Very good. Please come in.
game3.msg,0,0x00000031,dialogue,76,0,,40,236,住在城東的曼德拉以前是學者，現在是瘋子！,"Mandela, who lives on the east side of the city, used to be a scholar. Now he is a madman."
game3.msg,1,0x0000012E,dialogue,6B,0,,28,236,你想知道寂寞芳心湖的由來嗎？,Would you like to know where Lonely Hearts Lake got its name?
game3.msg,2,0x0000022B,dialogue,6B,4,,188,236,從前，有個容貌醜陋的富家女，家境雖然富裕，卻沒有男人對她有興趣，有一天，她無意間來到湖的南邊，從水中的倒影見到自己竟然擁有一張美麗的臉孔，她陷入對幻影的迷戀，不吃不喝，不忍離去，直到死去！,"Once there was an ugly rich girl, and no man wanted her. One day at the south shore she saw a beautiful face in the water. She loved it so much she would not eat or leave, and died."
game3.msg,3,0x00000328,dialogue,1,0,,26,236,聽起來有點淒美，也很愚蠢！,"It sounds rather sad and beautiful, and also very stupid."
game3.msg,4,0x00000425,dialogue,1,0,,8,236,不必了！,No thank you.
game3.msg,5,0x00000522,dialogue,68,0,,36,236,這個國家是有錢人的天堂，窮人的地獄！,This country is heaven for the rich and hell for the poor.
game3.msg,6,0x0000061F,dialogue,78,0,,32,236,強者的壓迫不因弱者的痛苦而束手！,The strong do not stay their hand just because the weak are suffering.
game3.msg,7,0x0000071C,dialogue,6C,0,,50,236,做人真的很痛苦，每天不是身體不舒服，就是心情惡劣。,Being alive really is painful. Every day it is either my body aching or my mood black.
game3.msg,8,0x00000819,dialogue,67,0,,28,236,我爸爸很有錢，然後我很快樂！,"My father is very rich, so I am very happy."
game3.msg,9,0x00000916,dialogue,65,0B,,34,236,我先生家財萬貫，卻依然得不到滿足！,My husband has a fortune beyond counting and still he is not satisfied.
game3.msg,10,0x00000A13,dialogue,1,0,,24,236,他到底還有什麼不滿足的？,What on earth could he still be missing?
game30.msg,0,0x00000031,dialogue,0,2,,146,236,本村的土地幾乎都屬於大地主卡農所有，要是有人敢罵他為富不仁的話，我一定跟他翻臉！在這樣的時代裡，以他這般的身份，還能擁有一副好心腸，真是令人感動。,"Nearly all the land here belongs to Kanon. If anyone dares call him a heartless rich man, they answer to me. In an age like this, a man of his standing with a kind heart is moving."
game30.msg,1,0x0000012E,dialogue,1,3,,46,236,他有恩於你嗎？看你隨時準備為他兩肋插刀的樣子！,Does he have some claim on you? You look ready to take a knife in the ribs for him.
game30.msg,2,0x0000022B,dialogue,0,4,,104,236,我是個獵人，專門獵捕大象，得到的象牙再賣給卡農，在一次打獵中我被一頭發狂的大象刺穿腹部，鮮血如洪水般湧出,"I am a hunter. Elephants are my trade, and I sell the ivory on to Kanon. On one hunt a maddened elephant ran me through the belly and the blood came out like a flood."
game30.msg,3,0x00000328,dialogue,0,5,,96,236,我絕望地躺在那等死，卡農正好經過，他毫不遲疑地吸吮我的傷口，沒想到血竟然止住了，而我也逃過一劫。,"I lay there in despair waiting to die, and Kanon happened to pass by. He sucked at my wound without a moment's hesitation, and somehow the bleeding stopped. I survived."
game30.msg,4,0x00000425,dialogue,1,6,,30,236,太神奇了吧！難道他是隻大蚊子？,That is incredible. Was he some kind of giant mosquito?
game30.msg,5,0x00000522,dialogue,0,0,,88,236,我父母給我生命，而卡農救我性命，你最好不要用如此輕蔑的語氣侮辱卡農，否則我會一箭射死你！,"My parents gave me life and Kanon saved it. You had better not insult him in that contemptuous tone, or I will put an arrow through you."
game30.msg,6,0x0000061F,dialogue,0,0,,70,236,卡農竟然是個吸血狂魔！一想到我的傷口曾受過他的嘴巴處理，我就直冒冷汗！,So Kanon was a blood-drinking monster all along. Every time I think of his mouth on my wound I break out in a cold sweat.
game30.msg,7,0x0000071C,dialogue,0,0,,74,236,卡農樂善好施，急公好義，雖然他的身份地位高人一等，待人依然親切，毫無架子。,"Kanon was generous and public-spirited. His rank set him above the rest of us, but he was always warm and never put on airs."
game30.msg,8,0x00000819,dialogue,0,0,,38,236,卡農雖然死有餘辜，但總是有點令人惋惜！,"Kanon deserved everything he got, but it is still a little sad."
game30.msg,9,0x00000916,dialogue,0,0,,136,236,我所獵到的動物以大象、犀牛、老虎最有價值，卡農專門收購這些獵物，如果沒有卡農，我根本不知這份工作能有什麼利益，以前我獵山豬，現在殺大象。,"Elephants, rhinos and tigers are worth the most, and Kanon bought them all. Without him I would never have known what this work could earn. I used to hunt boar; now I kill elephants."
game30.msg,10,0x00000A13,dialogue,0,0,,114,236,卡農雖然對人血有特別的愛好，但他並沒有危害到本村居民的性命，事實證明他只吸外來客的血，況且他死了，我的財路也斷了！,"Kanon may have had a taste for human blood, but he never took a life in this village. He only ever drank from outsiders, and now that he is dead my income is finished too."
game30.msg,11,0x00000B10,dialogue,0,0D,,64,236,大哥哥我很厲害呦！我已經會鋸象牙了，我妹妹也很棒，她會割犀牛角！,"Mister, I am really good at this. I can saw ivory already. My little sister is good too. She can cut off rhino horns."
game30.msg,12,0x00000C0D,dialogue,9,0,,24,236,不！這既不厲害！也不棒！,"No. That is not good, and it is not something to be proud of."
game30.msg,13,0x00000D0A,dialogue,0,0,,30,236,我跟我妹妹再也不會傷害動物了！,My sister and I will never hurt an animal again.
game30.msg,14,0x00000E07,dialogue,0,0,,50,236,我們全家人都殺大象！爸爸說牠們死了，我們才有飯吃。,Our whole family kills elephants. Father says we only eat because they die.
game30.msg,15,0x00000F04,dialogue,0,0,,34,236,爸爸說寧可餓死，也不能再殺大象了。,Father says he would rather starve than kill another elephant.
game30.msg,16,0x00001001,dialogue,0,12,,102,236,象牙是珍貴的裝飾品，是財富的象徵，地位的表現，哈曼奴的象牙，供應各地有需要的富商名流，替本鎮賺取大量的,"Ivory is a precious ornament, a sign of wealth and a mark of standing. The ivory of Hamanu supplies rich merchants and notables everywhere, and earns this town a great deal of"
game30.msg,17,0x000010FE,dialogue,0,13,,88,236,金錢，這一切都要感謝卡農，因為他偶然的巧思才使的大家了解象牙的價值，本鎮也得以脫離貧窮。,"money. We owe it all to Kanon, whose chance idea made everyone see what ivory was worth. It lifted this town out of poverty."
game30.msg,18,0x000011FB,dialogue,1,14,,38,236,卡農有什麼偉大的巧思害的大象賠上一命？,"And what was Kanon's great idea, the one that cost the elephants their lives?"
game30.msg,19,0x000012F8,dialogue,0,15,,120,236,卡農很喜歡雕刻，有一天他經過一頭死象的旁邊，忽然靈機一動不妨用象牙代替木頭試試看，結果雕刻出來的成品晶瑩剔透，渾然天成。,"Kanon loved to carve. One day he passed a dead elephant and it struck him to try ivory instead of wood. The finished piece came out clear and lustrous, as if it had made itself."
game30.msg,20,0x000013F5,dialogue,0,16,,88,236,後來摩羅王路過本鎮時，他把這象牙雕刻送給摩羅王，摩羅王看過之後愛不釋手，風尚就這樣形成。,"Later, when King Moro passed through town, he gave the carving to him. King Moro could not put it down, and that was how the fashion began."
game30.msg,21,0x000014F2,dialogue,9,17,,34,236,你看看只要是他喜歡的，絕對沒好事！,You see? Nothing he takes a liking to ever ends well.
game30.msg,22,0x000015EF,dialogue,1,18,,40,236,他若是喜歡天上的星星，又有誰能摘的下來！,"If he took a liking to the stars, who could pull them down for him?"
game30.msg,23,0x000016EC,dialogue,0,0,,60,236,年輕人你若是不知什麼叫做沉默是金的話，我實在是替你感到憂慮。,"Young man, if you do not know that silence is golden, then I truly fear for you."
game30.msg,24,0x000017E9,dialogue,0,20,,38,236,你們怎麼還賴在這不走？本鎮不歡迎你們！,Why are you still hanging around here? This town does not want you.
game30.msg,25,0x000018E6,dialogue,0,1B,,112,236,我的女兒自小就愛護動物‧‧她在信中說：如果爸爸為了我的死而傷心的話，就能體會我對村民們毫無節制殺害動物的痛苦了！,"My daughter loved animals from the time she was small... She wrote: if my death makes you grieve, father, you will understand the pain I felt at the villagers killing without limit."
game30.msg,26,0x000019E3,dialogue,0,1C,,60,236,鎮長！希望你知道該如何做才能使你的女兒在九泉之下不感到遺憾！,Mayor. I hope you know what you must do so your daughter can rest without regret.
game30.msg,27,0x00001AE0,dialogue,0,1D,,20,236,嗚‧‧嗚‧‧我知道！,Sob... sob... I know.
game30.msg,28,0x00001BDD,dialogue,0,0,,30,236,我的女兒再也不會回到我的身邊！,My daughter will never come back to me.
game30.msg,30,0x00001DD7,command,0,0,,10,236,Mstg30.ANM,
game30.msg,32,0x00001FD1,dialogue,69,0,,36,236,我這兒有你需要的藥品，儘管看，儘管挑,"I have the medicine you need. Take a look, take your pick."
game30.msg,33,0x000020CE,placeholder,69,0,ＥＦ,18,236,你需要的Ｅ只有賣Ｆ,The one you want sells for:  Ｅ - Ｆ
game30.msg,34,0x000021CB,placeholder,69,0,ＥＦ,16,236,你擁有的Ｅ只賣Ｆ,The one you have will fetch:  Ｅ - Ｆ
game30.msg,35,0x000022C8,dialogue,68,0,,38,236,在哈曼奴買武器就要找我，儘管看，儘管挑,"If you want weapons in Hamanu, come to me. Take a look, take your pick."
game30.msg,36,0x000023C5,placeholder,68,0,ＥＦ,24,236,客人真是好眼光，Ｅ只賣Ｆ,"A fine eye, sir. The price:  Ｅ - Ｆ"
game30.msg,37,0x000024C2,placeholder,68,0,ＥＦ,14,236,你這Ｅ只能賣Ｆ,That of yours will only fetch:  Ｅ - Ｆ
game31.msg,0,0x00000031,dialogue,67,0,,62,236,你有見到一個臉色蒼白，體格瘦長的男子嗎？他的蒼白令人難以忘懷！,"Have you seen a man with a pale face and a long, thin build? You do not forget a pallor like his."
game31.msg,1,0x0000012E,dialogue,1,3,,24,236,我有見到這麼樣的一個人！,I have seen a man like that.
game31.msg,2,0x0000022B,dialogue,67,4,,32,236,快告訴我他人在那裡？他是我哥哥！,"Tell me quickly, where is he? He is my brother."
game31.msg,3,0x00000328,dialogue,1,5,,20,236,我想起來了！沒見過！,Now I remember. I have not.
game31.msg,4,0x00000425,dialogue,67,0,,54,236,哈！哈！哈！你竟敢戲弄我‧‧小混蛋我不會再跟你說話了！,"Ha! Ha! Ha! How dare you make a fool of me... I am not saying another word to you, you little wretch."
game31.msg,5,0x00000522,dialogue,1,7,,48,236,我沒有見到這位難忘的蒼白人士！他與你是什麼關係？,I have not seen this unforgettable pale gentleman. What is he to you?
game31.msg,6,0x0000061F,dialogue,67,8,,116,236,他是我哥哥，是我唯一的親人，不過我們聚少離多，他是苦行僧，四處流浪尋找他所要尋找的，雖然他尚未發現，但他依然在尋找！,"He is my brother, my only family, though we are apart far more than together. He is an ascetic monk, wandering in search of something. He has not found it, but he is looking still."
game31.msg,7,0x0000071C,dialogue,1,9,,16,236,現在換你來尋找？,And now it is your turn to look?
game31.msg,8,0x00000819,dialogue,67,0A,,116,236,我夢到他來到哈曼奴，夢到他死了，死於非命！我從夢中驚醒，不知道是真是假，我馬上趕到此地，無論如何我一定要找到我哥哥。,"I dreamed he came to Hamanu, and I dreamed he died, badly. I woke in a fright, not knowing if it was true, and came straight here. Whatever it takes, I will find my brother."
